tid,cid,pid,amount,purchase_date,payment_mode
34503,5055,6,108.75,2025-01-21 21:32:55.457036,Net Banking
34504,8368,19,6445.84,2025-02-27 11:39:41.821512,Debit
34505,4731,29,7117.0,2025-01-13 23:51:28.911748,Debit
34506,1105,7,62.38,2025-01-24 01:53:36.420758,Net Banking
34507,6099,30,56.84,2025-02-12 21:19:09.313609,Credit
34508,6540,23,14521.02,2025-02-27 04:36:12.594232,Debit
34509,8132,25,61.19,2025-02-10 08:49:31.264740,Credit
34510,8929,12,287.88,2025-01-09 19:18:50.024951,Debit
34511,4000,8,648.63,2025-02-25 20:41:30.959940,Credit
34512,1496,24,124.9,2025-01-19 01:08:56.176380,Wire Transfer
34513,8345,25,253.12,2025-03-19 00:44:04.699696,Net Banking
34514,7037,25,59.19,2025-01-25 08:12:27.825731,Credit
34515,7043,26,1154.6999999999998,2025-03-08 04:25:22.786367,Credit
34516,9292,25,207.57,2025-01-27 22:33:04.014849,Debit
34517,6191,21,480.48,2025-03-11 22:56:16.825569,Credit
34518,4890,8,999.8,2025-01-13 14:26:58.072351,Debit
34519,4901,21,402.45000000000005,2025-03-13 00:03:12.498509,Wire Transfer
34520,1725,28,383.1,2025-01-01 07:53:33.102418,Credit
34521,2512,7,28.57,2025-03-23 11:51:33.151655,Wire Transfer
34522,7718,5,173.66,2025-03-15 01:51:09.414664,Debit
34523,5630,30,213.4,2025-03-18 22:29:22.753176,Credit
34524,712,6,358.26,2025-02-02 07:01:38.683898,Net Banking
34525,4369,28,378.23,2025-01-12 04:46:35.256717,Debit
34526,445,7,112.92,2025-01-11 16:28:04.244617,Credit
34527,7636,23,4830.81,2025-03-20 00:57:20.970782,Debit
34528,8033,22,29.4,2025-01-25 02:11:19.996521,Wire Transfer
34529,3187,14,171.74,2025-03-24 08:14:25.291679,Wire Transfer
34530,6741,4,1466.32,2025-02-15 22:17:50.669245,Credit
34531,2833,20,282.79,2025-02-11 02:42:25.045106,Debit
34532,8045,27,27.05,2025-02-14 22:11:40.235881,Debit
34533,8119,14,231.12,2025-03-14 09:24:46.724532,Credit
34534,9517,14,435.76,2025-02-07 10:00:54.435075,Wire Transfer
34535,8290,29,1669.4,2025-01-29 23:52:56.807875,Net Banking
34536,5049,17,60.16,2025-02-22 06:53:20.227946,Debit
34537,3692,7,100.4,2025-01-06 15:03:38.481016,Debit
34538,8039,19,1764.96,2025-02-14 03:52:07.016868,Credit
34539,3295,4,739.48,2025-03-08 02:28:08.773643,Credit
34540,9124,19,2064.34,2025-01-10 07:28:57.985956,Credit
34541,8597,29,5018.34,2025-02-20 11:39:14.653542,Net Banking
34542,7005,28,1298.84,2025-01-02 01:37:30.499911,Wire Transfer
34543,5148,2,235.57,2025-02-04 20:40:00.407437,Debit
34544,8658,15,125.94,2025-03-15 13:37:59.150357,Net Banking
34545,3577,20,493.4,2025-01-07 03:56:14.727128,Net Banking
34546,2763,8,495.66,2025-03-08 21:24:05.852223,Wire Transfer
34547,9319,6,353.92,2025-02-20 05:20:34.456800,Debit
34548,9268,3,19340.68,2025-02-13 03:12:30.290928,Credit
34549,1684,23,12896.880000000001,2025-02-10 03:25:31.990821,Credit
34550,485,26,1831.16,2025-03-14 00:48:03.563839,Net Banking
34551,8309,20,310.41,2025-01-25 13:31:06.990581,Wire Transfer
34552,2980,16,597.72,2025-02-18 16:30:12.774096,Wire Transfer
34553,684,25,176.7,2025-01-27 17:28:51.479516,Wire Transfer
34554,1834,29,5212.32,2025-03-15 15:04:15.088164,Net Banking
34555,2487,19,7546.16,2025-01-13 01:54:08.649298,Debit
34556,4971,25,214.79999999999998,2025-02-18 06:37:17.556551,Credit
34557,3720,22,24.96,2025-03-02 20:40:34.038179,Wire Transfer
34558,8000,30,58.04,2025-02-12 08:43:05.343596,Net Banking
34559,4363,27,130.64,2025-01-19 13:09:43.971390,Wire Transfer
34560,9680,14,446.16,2025-03-01 07:57:03.913824,Net Banking
34561,9462,6,211.1,2025-01-20 04:00:45.636048,Debit
34562,1512,15,116.48,2025-02-17 20:10:19.536642,Net Banking
34563,2328,8,956.48,2025-02-05 16:22:18.890053,Credit
34564,631,17,68.24,2025-02-15 23:22:14.016606,Net Banking
34565,9772,12,592.8,2025-03-03 01:24:17.807405,Net Banking
34566,4119,14,108.35,2025-03-18 03:11:04.397401,Credit
34567,7776,18,223.91,2025-01-22 21:28:25.233861,Wire Transfer
34568,528,20,237.17,2025-02-08 09:48:52.750560,Wire Transfer
34569,5558,7,29.74,2025-03-08 16:53:03.933616,Credit
34570,9772,29,4129.200000000001,2025-01-04 11:46:18.678928,Wire Transfer
34571,7095,15,205.20000000000002,2025-01-18 22:39:14.884289,Debit
34572,7607,29,7361.32,2025-02-24 08:58:08.645050,Net Banking
34573,2168,6,435.04,2025-03-22 11:56:13.403568,Net Banking
34574,6771,24,152.4,2025-02-09 18:44:47.704928,Wire Transfer
34575,9090,9,4735.96,2025-02-06 02:47:47.867988,Net Banking
34576,5261,9,6336.92,2025-03-03 10:46:42.296907,Debit
34577,3460,25,284.96,2025-03-11 21:52:33.285749,Credit
34578,8712,28,778.53,2025-03-12 22:49:09.308682,Net Banking
34579,9109,28,357.27,2025-02-11 07:46:11.176335,Credit
34580,8981,11,230.02,2025-02-26 12:38:37.889846,Debit
34581,5025,21,412.43999999999994,2025-01-21 05:04:55.773466,Debit
34582,5771,2,1015.72,2025-02-28 16:29:28.658154,Debit
34583,2741,9,2924.68,2025-01-09 07:53:20.477908,Debit
34584,8595,8,1015.0,2025-02-08 01:15:07.131698,Wire Transfer
34585,7961,22,7.04,2025-02-25 08:04:53.687907,Net Banking
34586,479,15,52.86,2025-01-03 08:18:42.911480,Net Banking
34587,5330,22,13.62,2025-03-04 23:56:43.210712,Wire Transfer
34588,3736,15,140.25,2025-02-11 17:13:25.355072,Credit
34589,9814,8,495.58,2025-01-13 17:39:57.895941,Wire Transfer
34590,4632,7,27.87,2025-03-04 07:19:29.587403,Debit
34591,3097,26,525.21,2025-01-06 20:06:45.729337,Net Banking
34592,2108,28,1229.52,2025-03-09 00:53:18.484207,Net Banking
34593,7887,10,289.28,2025-02-12 03:18:59.979827,Net Banking
34594,7921,16,437.93999999999994,2025-03-03 01:15:31.642979,Net Banking
34595,2649,21,343.95000000000005,2025-03-20 14:41:54.735435,Wire Transfer
34596,1326,11,310.12,2025-03-12 11:53:59.811096,Net Banking
34597,6079,9,4455.4,2025-01-09 03:10:27.463292,Debit
34598,6337,23,21428.76,2025-02-21 17:50:14.881391,Net Banking
34599,21,25,297.2,2025-01-30 17:43:17.139024,Debit
34600,8925,3,15387.93,2025-03-18 20:11:57.407719,Wire Transfer
34601,5581,21,219.22,2025-01-31 05:45:07.009521,Debit
34602,3907,27,82.05000000000001,2025-02-11 14:52:42.674464,Credit
34603,7914,13,1303.24,2025-01-04 13:09:04.154626,Credit
34604,1194,5,247.64999999999998,2025-02-25 21:22:22.822535,Credit
34605,7548,11,713.4000000000001,2025-01-18 07:43:01.928807,Net Banking
34606,6798,4,709.22,2025-03-17 17:48:01.686409,Net Banking
34607,4011,4,803.44,2025-03-19 07:45:04.189529,Credit
34608,8078,8,211.46,2025-01-14 13:21:37.729233,Wire Transfer
34609,1829,15,152.88,2025-01-28 11:43:09.881260,Credit
34610,3597,27,28.67,2025-02-07 21:02:32.063414,Net Banking
34611,7627,21,519.84,2025-02-06 00:50:36.630509,Debit
34612,5583,30,264.12,2025-01-23 06:41:24.889847,Credit
34613,3566,5,251.07,2025-01-10 03:58:51.112306,Net Banking
34614,6519,23,10398.68,2025-01-10 13:20:04.758621,Credit
34615,7596,14,310.46999999999997,2025-01-09 04:16:51.436009,Wire Transfer
34616,9112,2,583.42,2025-01-09 14:31:03.026286,Credit
34617,5812,19,5874.52,2025-03-11 23:02:18.855080,Credit
34618,4710,5,277.88,2025-01-17 09:53:33.504248,Debit
34619,5522,6,469.0,2025-02-16 09:29:53.294409,Credit
34620,1038,4,1750.76,2025-01-06 15:29:38.202769,Wire Transfer
34621,8366,1,1847.52,2025-01-19 04:30:16.254364,Credit
34622,5676,8,683.4000000000001,2025-02-20 05:17:39.721106,Debit
34623,1436,13,578.48,2025-03-13 11:15:38.266438,Debit
34624,400,9,5034.04,2025-02-11 01:24:14.936052,Net Banking
34625,5428,17,71.0,2025-01-18 09:11:58.312662,Credit
34626,4957,6,168.74,2025-01-14 15:23:08.773402,Credit
34627,3162,22,15.38,2025-03-14 12:00:06.625256,Wire Transfer
34628,2730,10,841.14,2025-02-22 16:20:40.740117,Net Banking
34629,4708,18,439.8,2025-02-07 05:11:24.163691,Credit
34630,5572,23,12095.400000000001,2025-01-07 18:08:59.947694,Net Banking
34631,6942,16,379.6,2025-01-06 16:15:40.295530,Debit
34632,6318,26,2042.2,2025-02-08 10:58:27.418453,Net Banking
34633,130,5,181.4,2025-01-01 02:11:59.624253,Wire Transfer
34634,4965,8,892.56,2025-03-12 15:17:00.079401,Debit
34635,1288,29,5365.65,2025-02-12 09:35:21.208806,Net Banking
34636,2297,8,745.59,2025-01-26 23:16:18.300599,Net Banking
34637,2238,4,1390.32,2025-02-07 09:32:17.025168,Credit
34638,9110,14,125.44,2025-02-10 08:37:53.656468,Credit
34639,200,5,336.84,2025-01-18 06:20:19.741582,Wire Transfer
34640,4305,25,61.03,2025-01-10 06:24:40.982064,Credit
34641,7153,30,184.26,2025-01-07 06:41:18.039512,Credit
34642,6440,28,545.12,2025-02-07 10:46:27.108720,Wire Transfer
34643,155,2,923.25,2025-02-16 06:25:11.733811,Net Banking
34644,6757,16,500.13,2025-03-13 15:56:49.406030,Net Banking
34645,6633,24,71.5,2025-01-30 22:45:05.851142,Debit
34646,6173,25,251.08,2025-03-03 02:39:43.463132,Wire Transfer
34647,8951,13,1837.72,2025-03-03 19:29:07.734630,Credit
34648,3060,5,74.34,2025-01-12 00:47:59.496581,Net Banking
34649,2933,20,266.42,2025-03-13 03:08:58.374006,Wire Transfer
34650,8826,1,2429.64,2025-02-07 13:40:04.700458,Wire Transfer
34651,7574,7,107.2,2025-03-14 12:09:00.002337,Wire Transfer
34652,1296,20,778.74,2025-03-24 04:42:38.910673,Credit
34653,2832,22,31.64,2025-02-26 23:18:31.321007,Wire Transfer
34654,4087,29,1759.35,2025-03-03 01:10:19.131341,Debit
34655,2586,20,673.47,2025-01-02 03:25:02.530922,Debit
34656,7661,14,239.28,2025-03-21 10:49:51.526626,Credit
34657,239,5,175.14,2025-03-13 07:36:09.577745,Debit
34658,9755,12,129.87,2025-02-26 13:50:48.854292,Net Banking
34659,2200,4,1746.24,2025-02-03 21:19:43.219992,Debit
34660,879,9,1289.63,2025-01-07 05:52:47.474356,Credit
34661,1927,4,1498.12,2025-01-19 16:19:21.671556,Wire Transfer
34662,4514,21,260.56,2025-02-13 15:03:20.332463,Wire Transfer
34663,7253,4,770.56,2025-01-08 08:03:58.831762,Wire Transfer
34664,9787,21,126.79,2025-03-22 01:11:03.248490,Net Banking
34665,6748,25,114.44,2025-01-12 16:53:52.521711,Net Banking
34666,3245,8,410.86,2025-02-04 06:49:44.969122,Debit
34667,5610,25,237.24,2025-02-22 00:58:55.279331,Wire Transfer
34668,5066,7,89.32,2025-03-05 18:44:09.274372,Net Banking
34669,8130,18,816.84,2025-03-14 23:32:09.654716,Net Banking
34670,3545,16,465.45000000000005,2025-01-26 13:26:01.482544,Credit
34671,549,28,1221.56,2025-02-03 09:13:07.452694,Net Banking
34672,3482,3,3871.96,2025-01-08 18:30:04.912197,Credit
34673,5461,24,272.0,2025-01-03 23:33:52.625464,Credit
34674,5185,4,1427.2,2025-03-01 07:12:09.671773,Wire Transfer
34675,6323,17,17.38,2025-02-26 10:55:03.351487,Debit
34676,5046,11,278.04,2025-01-31 21:04:00.426308,Debit
34677,2148,9,1370.76,2025-03-12 15:47:59.976629,Net Banking
34678,9057,2,270.29,2025-03-18 20:20:16.631328,Debit
34679,185,19,7457.28,2025-01-30 19:22:50.966829,Net Banking
34680,3962,4,1196.48,2025-02-01 12:02:36.777216,Credit
34681,1694,21,263.66,2025-03-12 09:03:49.644194,Debit
34682,4068,10,591.26,2025-01-22 04:47:35.793803,Wire Transfer
34683,6143,12,364.08,2025-02-04 13:33:55.167779,Debit
34684,5886,10,1047.24,2025-01-14 08:50:20.070980,Debit
34685,9295,14,374.68,2025-02-01 01:32:26.965382,Wire Transfer
34686,2399,13,1456.23,2025-02-19 16:52:02.165049,Net Banking
34687,1804,27,88.26,2025-03-03 12:58:39.520002,Credit
34688,3810,6,266.21999999999997,2025-03-18 16:31:45.874043,Net Banking
34689,6378,9,4357.049999999999,2025-01-24 04:15:37.933689,Wire Transfer
34690,8160,9,5769.8,2025-01-19 05:25:06.336515,Wire Transfer
34691,9325,20,466.04,2025-02-21 06:22:46.295976,Wire Transfer
34692,9634,18,592.72,2025-02-04 18:27:11.419830,Credit
34693,7444,26,553.62,2025-01-14 17:41:28.478609,Credit
34694,255,11,999.72,2025-02-03 06:21:29.598214,Net Banking
34695,8162,14,177.56,2025-03-12 10:09:58.317783,Credit
34696,6317,9,4329.64,2025-02-16 02:22:49.662956,Net Banking
34697,8217,18,935.08,2025-01-13 06:54:23.443509,Wire Transfer
34698,8571,18,751.2,2025-03-23 21:54:43.505171,Net Banking
34699,2691,2,1023.08,2025-02-18 23:58:19.112971,Debit
34700,212,4,1260.16,2025-03-19 14:13:23.084801,Debit
34701,3562,20,311.64,2025-03-20 15:29:52.002381,Credit
34702,5809,16,399.98,2025-01-19 17:33:45.988893,Net Banking
34703,1710,1,564.3,2025-01-28 15:26:46.648861,Wire Transfer
34704,7060,2,1094.84,2025-02-07 17:24:16.688396,Credit
34705,2053,27,108.48,2025-01-20 11:51:07.607156,Wire Transfer
34706,2165,11,688.47,2025-02-01 06:11:06.877838,Wire Transfer
34707,8044,9,4665.8099999999995,2025-01-02 21:57:01.411996,Credit
34708,2719,13,1163.42,2025-01-19 10:09:45.013096,Debit
34709,425,23,4236.24,2025-02-14 11:37:24.101090,Wire Transfer
34710,7971,28,569.08,2025-03-23 12:50:12.493580,Credit
34711,2627,11,898.17,2025-02-09 23:25:18.713594,Debit
34712,8792,14,202.68,2025-02-16 06:08:44.588128,Debit
34713,8951,19,8361.48,2025-01-23 10:09:14.265536,Net Banking
34714,7974,2,1210.96,2025-03-12 15:21:56.331580,Debit
34715,4245,1,633.6,2025-02-23 00:10:14.132504,Credit
34716,1381,25,277.84,2025-01-02 05:45:04.489188,Wire Transfer
34717,4798,8,437.74,2025-01-13 00:59:58.715248,Net Banking
34718,7765,24,150.64,2025-03-11 18:43:13.016434,Debit
34719,5553,27,129.04,2025-01-23 08:03:05.608517,Net Banking
34720,1086,29,5017.68,2025-01-01 02:47:42.030482,Net Banking
34721,4291,26,862.64,2025-03-16 10:56:54.487967,Debit
34722,5385,6,343.53000000000003,2025-02-04 09:39:11.636148,Debit
34723,969,24,59.74,2025-02-08 18:09:15.027972,Credit
34724,7423,11,1163.08,2025-02-12 23:17:31.275935,Net Banking
34725,332,24,126.82,2025-02-23 04:53:16.237721,Wire Transfer
34726,1188,17,72.0,2025-02-15 19:05:28.486727,Credit
34727,5273,3,7864.04,2025-03-23 16:22:27.073650,Debit
34728,6570,6,106.89,2025-03-13 15:28:53.761348,Net Banking
34729,2174,24,205.82999999999998,2025-01-08 21:00:38.668532,Debit
34730,3810,22,12.16,2025-03-05 14:40:58.621227,Credit
34731,6261,5,157.42,2025-01-04 06:54:48.333171,Net Banking
34732,1656,28,333.25,2025-03-09 10:46:41.332158,Credit
34733,8071,4,752.48,2025-03-07 01:55:40.760835,Credit
34734,6477,10,255.48,2025-01-28 04:40:20.830446,Wire Transfer
34735,3952,3,5123.22,2025-03-15 00:00:53.781017,Debit
34736,7528,14,110.99,2025-03-13 01:41:26.768110,Wire Transfer
34737,7952,24,125.1,2025-02-11 08:26:04.475262,Credit
34738,9987,13,1930.68,2025-02-17 21:02:06.021441,Credit
34739,6121,18,572.2,2025-01-18 08:03:42.639704,Wire Transfer
34740,2518,11,473.82,2025-03-22 13:05:43.724662,Credit
34741,5531,2,478.7,2025-01-17 01:43:43.797986,Credit
34742,4229,1,1835.19,2025-02-24 17:18:02.186289,Net Banking
34743,8535,8,827.88,2025-03-04 14:34:44.193203,Debit
34744,9885,9,4080.69,2025-02-11 04:28:48.408730,Debit
34745,441,20,919.8,2025-01-18 09:08:38.734237,Wire Transfer
34746,4533,4,1624.76,2025-02-27 13:23:42.682661,Net Banking
34747,6949,26,1504.2,2025-01-26 17:31:03.468228,Debit
34748,2576,13,1499.3700000000001,2025-02-23 11:01:28.042365,Debit
34749,5603,7,88.62,2025-01-03 15:19:35.066594,Credit
34750,5618,20,577.74,2025-01-10 02:54:48.212419,Net Banking
34751,5516,5,176.44,2025-03-19 17:38:19.323783,Debit
34752,5215,21,534.16,2025-03-03 23:47:21.225743,Net Banking
34753,987,18,220.46,2025-02-08 04:18:26.518201,Wire Transfer
34754,1425,28,701.14,2025-01-13 06:23:04.870386,Debit
34755,9233,16,136.1,2025-02-06 17:45:33.655751,Net Banking
34756,5173,30,156.32999999999998,2025-01-26 08:42:45.063201,Credit
34757,5700,27,65.97,2025-03-19 10:54:32.366045,Net Banking
34758,6767,7,48.2,2025-01-26 04:01:57.769889,Credit
34759,3492,8,395.78,2025-03-14 02:01:04.736846,Credit
34760,6089,2,832.8000000000001,2025-03-22 03:47:22.378306,Wire Transfer
34761,1727,13,1389.3899999999999,2025-01-02 00:38:59.618376,Credit
34762,7471,26,476.51,2025-01-06 19:00:35.475131,Net Banking
34763,3587,23,15324.44,2025-01-17 20:38:57.765509,Credit
34764,8426,15,51.92,2025-03-12 17:26:22.795091,Credit
34765,6323,29,5794.88,2025-03-20 18:34:23.284240,Credit
34766,9831,14,200.38,2025-02-26 19:45:15.582784,Debit
34767,3790,29,1345.87,2025-01-29 02:32:45.862147,Net Banking
34768,4411,23,4065.22,2025-01-10 06:21:36.607839,Net Banking
34769,6737,25,202.35000000000002,2025-03-21 15:40:25.258703,Debit
34770,8068,16,163.7,2025-02-22 15:38:53.521602,Credit
34771,2256,3,4799.52,2025-02-15 01:20:38.251657,Credit
34772,5133,1,1956.66,2025-03-06 16:20:19.272146,Net Banking
34773,9530,7,28.19,2025-02-07 23:15:17.503572,Credit
34774,8593,4,684.14,2025-03-13 14:17:40.990132,Credit
34775,1764,17,15.24,2025-02-16 22:33:26.975955,Debit
34776,9368,17,37.7,2025-01-02 22:02:41.993228,Debit
34777,7302,28,694.04,2025-01-27 01:39:35.497722,Credit
34778,3459,5,274.4,2025-02-25 14:01:41.129751,Wire Transfer
34779,3781,28,1233.8,2025-03-02 16:58:57.727586,Debit
34780,6321,10,1060.96,2025-02-02 02:36:15.545429,Net Banking
34781,6900,25,137.4,2025-01-26 02:54:43.993218,Wire Transfer
34782,1600,16,498.41999999999996,2025-01-14 05:15:37.278000,Net Banking
34783,8374,16,380.4,2025-02-05 18:49:09.709210,Wire Transfer
34784,2378,16,324.32,2025-03-15 08:30:57.872433,Credit
34785,9562,23,4882.25,2025-03-12 14:10:17.446651,Credit
34786,2196,20,567.66,2025-02-02 07:29:47.428093,Credit
34787,2565,9,4759.59,2025-03-02 15:52:45.372527,Net Banking
34788,3042,23,9769.72,2025-03-17 03:11:20.468400,Debit
34789,2987,17,84.28,2025-02-28 20:05:59.297260,Net Banking
34790,6868,5,79.88,2025-02-18 07:55:41.371530,Net Banking
34791,6176,30,189.63,2025-01-02 15:33:55.616315,Net Banking
34792,9520,14,255.48,2025-02-09 22:38:43.033179,Credit
34793,2058,15,60.46,2025-03-13 04:39:12.020975,Debit
34794,1927,9,1260.08,2025-01-28 18:57:59.275325,Net Banking
34795,1965,20,502.26,2025-02-16 14:55:11.595865,Debit
34796,2694,21,111.64,2025-01-23 03:25:38.310666,Net Banking
34797,9245,2,605.38,2025-01-15 05:58:22.164566,Net Banking
34798,5554,27,47.78,2025-02-12 05:20:00.171878,Net Banking
34799,9254,27,53.76,2025-01-24 22:06:01.155095,Net Banking
34800,8058,8,380.14,2025-01-17 00:41:35.262385,Credit
34801,8135,2,654.6899999999999,2025-02-15 04:57:08.379387,Net Banking
34802,3816,12,325.2,2025-02-13 06:04:59.017748,Wire Transfer
34803,2374,1,1081.82,2025-03-20 23:30:20.279536,Credit
34804,1329,28,608.98,2025-02-09 07:38:34.262633,Debit
34805,5168,19,4534.86,2025-01-27 03:27:01.084038,Net Banking
34806,7777,19,5205.57,2025-02-14 14:08:17.166532,Net Banking
34807,5079,2,794.04,2025-02-27 14:26:41.337826,Net Banking
34808,1009,18,1036.24,2025-03-13 10:35:45.552552,Net Banking
34809,1511,13,2629.92,2025-01-18 03:28:27.648463,Net Banking
34810,1035,7,115.2,2025-02-28 22:10:34.660880,Debit
34811,45,20,733.98,2025-03-04 17:24:11.930138,Credit
34812,4221,2,985.84,2025-01-28 02:33:51.862800,Net Banking
34813,1318,17,58.6,2025-03-18 18:22:14.932528,Debit
34814,1757,27,129.32,2025-02-21 09:18:53.001245,Wire Transfer
34815,7228,15,149.10000000000002,2025-02-18 07:53:59.208724,Credit
34816,5494,1,2009.52,2025-02-05 11:34:23.035414,Debit
34817,6743,19,5118.39,2025-01-26 08:55:32.878551,Debit
34818,9035,12,231.8,2025-02-13 23:44:33.595946,Debit
34819,8707,18,712.26,2025-02-09 03:17:00.240614,Debit
34820,2009,3,8985.44,2025-03-13 23:53:44.030948,Credit
34821,1532,13,2110.32,2025-03-16 05:28:18.642954,Wire Transfer
34822,1807,12,306.36,2025-02-16 00:50:34.134516,Wire Transfer
34823,5010,26,945.44,2025-03-24 13:21:43.124128,Wire Transfer
34824,8122,15,61.59,2025-01-31 22:13:54.097361,Debit
34825,2723,17,17.17,2025-01-09 16:58:56.735594,Credit
34826,1567,7,86.37,2025-02-28 17:00:17.835153,Credit
34827,5972,15,69.12,2025-03-16 04:59:52.006878,Debit
34828,5502,13,2295.32,2025-02-02 09:43:09.742708,Net Banking
34829,7742,22,24.450000000000003,2025-02-05 10:37:08.962340,Net Banking
34830,8735,16,693.72,2025-01-22 01:01:53.186632,Wire Transfer
34831,5922,9,5614.64,2025-02-19 19:09:59.469044,Net Banking
34832,5606,14,175.64,2025-02-19 08:47:39.210610,Debit
34833,9511,25,223.35000000000002,2025-01-04 07:23:00.560476,Net Banking
34834,8055,12,424.62,2025-03-14 00:04:26.407799,Credit
34835,7654,23,9737.86,2025-03-01 13:37:29.484715,Debit
34836,537,29,1738.3,2025-02-25 23:34:45.168769,Wire Transfer
34837,2272,8,747.36,2025-01-18 08:42:06.636387,Credit
34838,4276,8,199.48,2025-01-13 03:04:11.337315,Credit
34839,8219,28,969.5999999999999,2025-03-17 01:46:21.155071,Credit
34840,4820,12,137.58,2025-02-10 20:50:11.618585,Credit
34841,373,19,4061.12,2025-03-07 22:31:24.461043,Wire Transfer
34842,2186,1,997.3,2025-01-24 13:51:07.240006,Credit
34843,67,21,146.1,2025-01-24 02:52:33.550790,Net Banking
34844,3877,12,437.07,2025-03-07 01:37:32.256443,Debit
34845,9472,2,290.28,2025-01-21 07:33:06.548951,Net Banking
34846,965,15,207.66,2025-02-15 01:21:37.716594,Wire Transfer
34847,8227,6,120.56,2025-01-21 03:44:50.262818,Credit
34848,6356,1,2603.84,2025-01-15 17:07:36.485070,Net Banking
34849,6099,17,40.54,2025-01-25 12:00:52.206685,Debit
34850,9912,11,854.64,2025-03-21 11:07:21.195011,Wire Transfer
34851,1855,8,178.52,2025-03-01 01:38:29.003458,Net Banking
34852,1593,14,444.56,2025-03-08 04:57:46.274558,Wire Transfer
34853,2911,27,22.25,2025-03-11 03:58:52.208154,Net Banking
34854,9871,22,22.6,2025-01-13 16:44:37.947948,Debit
34855,6329,29,1557.21,2025-01-12 14:26:31.646969,Credit
34856,1778,30,62.88,2025-01-03 05:36:41.728239,Net Banking
34857,7982,27,52.02,2025-02-09 15:06:10.939720,Debit
34858,4341,7,25.07,2025-03-15 14:37:37.926238,Debit
34859,1355,26,1230.93,2025-03-14 21:04:02.542499,Net Banking
34860,9221,11,242.68,2025-01-12 20:28:41.625725,Wire Transfer
34861,7060,24,213.69,2025-01-06 23:59:06.290957,Net Banking
34862,3073,23,15591.449999999999,2025-01-02 08:42:18.483034,Credit
34863,9318,13,1027.62,2025-03-15 04:42:50.834787,Debit
34864,1890,27,107.36,2025-02-11 07:54:05.270712,Credit
34865,1749,12,422.61,2025-02-22 07:08:48.096578,Credit
34866,5843,14,182.3,2025-03-20 01:55:31.043759,Wire Transfer
34867,6851,27,92.48,2025-02-08 13:27:35.463459,Debit
34868,8117,5,125.98,2025-01-03 06:31:49.654690,Credit
34869,56,25,258.36,2025-03-18 06:22:14.706321,Wire Transfer
34870,4782,11,221.09,2025-01-06 18:42:27.628698,Debit
34871,1080,23,4210.87,2025-02-13 13:38:54.861708,Net Banking
34872,3422,14,96.63,2025-01-03 05:32:33.387418,Debit
34873,1423,9,5021.92,2025-02-04 13:05:22.431762,Wire Transfer
34874,7160,20,432.64,2025-01-07 09:32:51.224485,Net Banking
34875,9277,2,267.87,2025-02-13 14:46:22.573621,Credit
34876,6334,8,721.29,2025-02-15 15:43:54.403806,Debit
34877,9982,20,260.78,2025-02-11 19:22:13.153386,Wire Transfer
34878,3147,18,732.78,2025-02-01 15:15:29.113106,Debit
34879,1906,16,467.09999999999997,2025-01-30 22:28:05.201366,Credit
34880,5000,11,918.0899999999999,2025-02-18 04:48:54.371164,Net Banking
34881,690,2,1100.56,2025-02-24 00:46:38.475626,Debit
34882,8700,6,427.84,2025-02-28 11:52:58.580569,Debit
34883,7475,6,498.64,2025-02-07 04:26:15.703365,Wire Transfer
34884,997,6,329.85,2025-02-14 17:06:24.405006,Net Banking
34885,6563,11,1073.84,2025-01-27 13:52:37.498825,Credit
34886,5631,14,116.02,2025-02-07 13:20:08.932788,Net Banking
34887,8124,7,124.64,2025-01-27 05:47:55.960898,Net Banking
34888,1441,20,437.72,2025-01-22 21:11:17.564660,Net Banking
34889,6544,25,283.92,2025-02-07 18:16:01.380014,Net Banking
34890,5571,25,128.76,2025-02-15 21:32:14.220265,Debit
34891,5447,28,363.87,2025-01-14 12:30:55.226014,Credit
34892,1682,23,4016.06,2025-02-12 10:23:07.714454,Net Banking
34893,742,10,612.33,2025-01-14 22:32:15.512471,Credit
34894,565,29,1677.95,2025-03-16 07:51:37.744595,Wire Transfer
34895,7367,28,716.96,2025-01-16 08:19:17.033058,Credit
34896,1728,11,602.68,2025-03-16 17:21:36.694255,Net Banking
34897,6048,2,982.64,2025-02-20 23:15:18.985763,Credit
34898,1551,2,266.2,2025-02-05 05:34:10.772350,Net Banking
34899,1313,29,5072.61,2025-01-26 09:29:54.546366,Credit
34900,9111,20,299.41,2025-02-23 18:54:10.038207,Debit
34901,6438,3,16502.13,2025-01-11 12:40:36.634438,Credit
34902,6633,25,122.94,2025-03-22 04:07:33.784522,Credit
34903,27,17,72.0,2025-03-21 19:37:45.148400,Wire Transfer
34904,5922,3,20836.16,2025-03-11 00:37:46.661606,Debit
34905,663,22,14.88,2025-03-13 01:47:23.034877,Net Banking
34906,6853,21,413.84999999999997,2025-03-08 09:32:56.228018,Wire Transfer
34907,4517,6,425.76,2025-03-07 05:13:14.516286,Net Banking
34908,8483,28,1124.68,2025-03-13 12:42:10.283061,Net Banking
34909,1887,17,75.96,2025-01-31 10:46:22.500394,Wire Transfer
34910,883,12,527.24,2025-03-18 22:45:03.598492,Wire Transfer
34911,1318,11,239.38,2025-03-02 20:06:15.439875,Net Banking
34912,2028,14,362.07,2025-02-06 05:06:53.639836,Debit
34913,9141,1,2165.92,2025-01-07 15:52:31.511549,Debit
34914,7596,14,313.5,2025-02-18 04:56:06.119401,Debit
